Row Num,Season,Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,Open OU,,Close OU,
2871,2016/2017,1024,1,V,Philadelphia,0,1,0,1,145,151,+1.5(-200),5,-140,5,-130
2872,2016/2017,1024,2,H,Montreal,0,1,2,3,-165,-171,-1.5(+170),5,120,5,110
2873,2016/2017,1024,3,V,Calgary,1,1,0,3,165,160,+1.5(-185),5.5,100,5.5,-105
2874,2016/2017,1024,4,H,Chicago,0,1,1,2,-185,-180,-1.5(+165),5.5,-120,5.5,-115
2875,2016/2017,1025,51,V,Florida,1,1,0,2,145,137,+1.5(-230),5,-135,5,-135
2876,2016/2017,1025,52,H,Pittsburgh,0,1,2,3,-165,-157,-1.5(+190),5,115,5,115
2877,2016/2017,1025,53,V,Minnesota,0,4,1,5,-114,-127,-1.5(+245),5.5,105,5.5,100
2878,2016/2017,1025,54,H,Boston,0,0,0,0,-106,107,+1.5(-305),5.5,-125,5.5,-120
2879,2016/2017,1025,55,V,Arizona,1,0,2,3,140,142,+1.5(-215),5,-125,5,-110
2880,2016/2017,1025,56,H,NewJersey,1,2,2,5,-160,-162,-1.5(+185),5,105,5,-110
2881,2016/2017,1025,57,V,Buffalo,0,3,0,3,140,131,+1.5(-235),5.5,115,5.5,100
2882,2016/2017,1025,58,H,Philadelphia,0,0,3,4,-160,-151,-1.5(+195),5.5,-135,5.5,-120
2883,2016/2017,1025,59,V,Carolina,0,2,0,2,140,132,+1.5(-235),5.5,110,5.5,120
2884,2016/2017,1025,60,H,Detroit,3,1,0,4,-160,-152,-1.5(+195),5.5,-130,5.5,-140
2885,2016/2017,1025,61,V,TampaBay,3,1,3,7,-145,-143,-1.5(+210),5.5,105,5.5,115
2886,2016/2017,1025,62,H,Toronto,0,1,2,3,125,123,+1.5(-260),5.5,-125,5.5,-135
2887,2016/2017,1025,63,V,Calgary,2,1,1,4,175,175,+1.5(-170),5.5,100,5.5,100
2888,2016/2017,1025,64,H,St.Louis,0,0,1,1,-205,-205,-1.5(+150),5.5,-120,5.5,-120
2889,2016/2017,1025,65,V,Winnipeg,0,1,1,2,150,120,+1.5(-240),6,-105,5.5,-110
2890,2016/2017,1025,66,H,Dallas,1,1,1,3,-170,-140,-1.5(+200),6,-115,5.5,-110
2891,2016/2017,1025,67,V,Ottawa,1,0,2,3,105,-120,-1.5(+250),5.5,110,5.5,110
2892,2016/2017,1025,68,H,Vancouver,0,0,0,0,-125,100,+1.5(-315),5.5,-130,5.5,-130
2893,2016/2017,1025,69,V,Anaheim,0,1,0,1,135,140,+1.5(-235),5,-125,5,-125
2894,2016/2017,1025,70,H,SanJose,1,0,0,2,-155,-160,-1.5(+195),5,105,5,105
2895,2016/2017,1025,71,V,Columbus,0,2,0,2,140,140,+1.5(-210),5.5,100,5.5,110
2896,2016/2017,1025,72,H,LosAngeles,0,1,1,3,-160,-160,-1.5(+180),5.5,-120,5.5,-130
2897,2016/2017,1026,1,V,Montreal,0,1,2,3,100,105,+1.5(-305),5,-110,5.5,120
2898,2016/2017,1026,2,H,NYIslanders,0,1,1,2,-120,-125,-1.5(+245),5,-110,5.5,-140
2899,2016/2017,1026,3,V,Boston,2,0,0,2,165,185,+1.5(-165),5.5,-105,5.5,-105
2900,2016/2017,1026,4,H,NYRangers,0,3,2,5,-185,-215,-1.5(+145),5.5,-115,5.5,-115
2901,2016/2017,1026,5,V,Washington,0,0,1,1,-130,-165,-1.5(+185),5.5,115,5,-135
2902,2016/2017,1026,6,H,Edmonton,0,2,2,4,110,145,+1.5(-215),5.5,-135,5,115
2903,2016/2017,1026,7,V,Nashville,0,0,1,1,-117,-135,-1.5(+231),5,-125,5,-120
2904,2016/2017,1026,8,H,Anaheim,1,5,0,6,-103,115,+1.5(-291),5,105,5,100
2905,2016/2017,1027,51,V,Minnesota,2,0,2,4,-140,-135,-1.5(+210),5,-130,5,-130
2906,2016/2017,1027,52,H,Buffalo,0,0,0,0,120,115,+1.5(-260),5,110,5,110
2907,2016/2017,1027,53,V,NYIslanders,0,1,1,2,155,151,+1.5(-200),5.5,110,5.5,105
2908,2016/2017,1027,54,H,Pittsburgh,1,0,3,4,-175,-171,-1.5(+170),5.5,-130,5.5,-125
2909,2016/2017,1027,55,V,Arizona,2,0,3,5,155,155,+1.5(-210),5.5,-115,5.5,-125
2910,2016/2017,1027,56,H,Philadelphia,0,2,2,4,-175,-175,-1.5(+180),5.5,-105,5.5,105
2911,2016/2017,1027,57,V,Florida,1,1,0,2,-125,-119,-1.5(+245),5.5,105,5.5,110
2912,2016/2017,1027,58,H,Toronto,1,2,0,3,105,-101,+1.5(-305),5.5,-125,5.5,-130
2913,2016/2017,1027,59,V,TampaBay,0,1,0,1,105,-105,+1.5(-305),5,-130,5,-125
2914,2016/2017,1027,60,H,Montreal,0,0,3,3,-125,-115,-1.5(+245),5,110,5,105
2915,2016/2017,1027,61,V,Detroit,0,1,0,2,140,144,+1.5(-215),5,-145,5,-125
2916,2016/2017,1027,62,H,St.Louis,0,1,0,1,-160,-164,-1.5(+185),5,125,5,105
2917,2016/2017,1027,63,V,Dallas,0,0,1,1,110,101,+1.5(-300),5.5,-115,5.5,-115
2918,2016/2017,1027,64,H,Winnipeg,2,1,1,4,-130,-121,-1.5(+240),5.5,-105,5.5,-105
2919,2016/2017,1027,65,V,Columbus,0,0,1,1,170,175,+1.5(-165),5.5,110,5,-150
2920,2016/2017,1027,66,H,SanJose,1,0,2,3,-200,-205,-1.5(+145),5.5,-130,5,130
2921,2016/2017,1027,67,V,Nashville,0,1,1,2,120,131,+1.5(-234),5.5,-105,5.5,110
2922,2016/2017,1027,68,H,LosAngeles,0,1,1,3,-140,-151,-1.5(+195),5.5,-115,5.5,-130
2923,2016/2017,1028,1,V,Chicago,0,1,1,3,-140,-133,-1.5(+210),5,-135,5,-140
2924,2016/2017,1028,2,H,NewJersey,1,0,1,2,120,113,+1.5(-260),5,115,5,120
2925,2016/2017,1028,3,V,NYRangers,1,1,0,2,-135,-131,-1.5(+205),5.5,110,5.5,115
2926,2016/2017,1028,4,H,Carolina,1,2,0,3,115,111,+1.5(-245),5.5,-130,5.5,-135
2927,2016/2017,1028,5,V,Winnipeg,0,1,0,1,135,156,+1.5(-205),5.5,-130,5.5,-105
2928,2016/2017,1028,6,H,Colorado,0,0,0,0,-155,-176,-1.5(+175),5.5,110,5.5,-115
2929,2016/2017,1028,7,V,Ottawa,2,0,0,2,110,112,+1.5(-270),5.5,-120,5.5,-135
2930,2016/2017,1028,8,H,Calgary,1,2,2,5,-130,-132,-1.5(+220),5.5,100,5.5,115
2931,2016/2017,1028,9,V,Columbus,4,0,0,4,175,170,+1.5(-170),5.5,115,5,-140
2932,2016/2017,1028,10,H,Anaheim,0,0,0,0,-205,-200,-1.5(+150),5.5,-135,5,120
2933,2016/2017,1028,11,V,Edmonton,0,1,1,2,-130,-125,-1.5(+240),5,-135,5,-130
2934,2016/2017,1028,12,H,Vancouver,0,0,0,0,110,105,+1.5(-300),5,115,5,110
2935,2016/2017,1029,51,V,Florida,0,0,0,0,-140,-148,-1.5(+205),5,-125,5,-125
2936,2016/2017,1029,52,H,Buffalo,1,1,1,3,120,128,+1.5(-245),5,105,5,105
2937,2016/2017,1029,53,V,Pittsburgh,3,1,1,5,-125,-118,-1.5(+245),5.5,110,5.5,115
2938,2016/2017,1029,54,H,Philadelphia,2,2,0,4,105,-102,+1.5(-305),5.5,-130,5.5,-135
2939,2016/2017,1029,55,V,TampaBay,0,0,1,1,-135,-130,-1.5(+240),5,110,5,105
2940,2016/2017,1029,56,H,NewJersey,2,1,0,3,115,110,+1.5(-300),5,-130,5,-125
2941,2016/2017,1029,57,V,Toronto,0,0,1,1,170,152,+1.5(-180),5.5,105,5.5,110
2942,2016/2017,1029,58,H,Montreal,0,1,1,2,-200,-172,-1.5(+160),5.5,-125,5.5,-130
2943,2016/2017,1029,59,V,Boston,0,1,0,1,135,115,+1.5(-260),5.5,105,5.5,105
2944,2016/2017,1029,60,H,Detroit,0,0,0,0,-155,-135,-1.5(+210),5.5,-125,5.5,-125
2945,2016/2017,1029,61,V,Dallas,0,0,0,0,130,123,+1.5(-219),5.5,100,5.5,125
2946,2016/2017,1029,62,H,Minnesota,1,0,3,4,-150,-143,-1.5(+183),5.5,-120,5.5,-145
2947,2016/2017,1029,63,V,LosAngeles,0,0,0,0,120,141,+1.5(-215),5,-145,5,-130
2948,2016/2017,1029,64,H,St.Louis,0,0,1,1,-140,-161,-1.5(+185),5,125,5,110
2949,2016/2017,1029,65,V,Colorado,0,1,2,3,100,-108,+1.5(-315),5.5,-140,5.5,-110
