Row Num,Season,Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,Open OU,,Close OU,,MOD,HOME TEAM,HOME_1ST,HOME_2ND,HOME_3RD,HOME_FINAL,HOME_OPEN,HOME_CLOSE,HOME_PL,HOME_OU,HOME_OU_ODDS,HOME_CLOSE_OU,HOME_CLOSE_OU_ODDS
2143,2017/2018,313,5,V,Dallas,1,1,0,2,-155,-182,-1.5(+160),5.5,-119,5.5,100,1,Montreal,1,2,1,4,135,162,+1.5(-180),5.5,-101,5.5,-120
2144,2017/2018,313,6,H,Montreal,1,2,1,4,135,162,+1.5(-180),5.5,-101,5.5,-120,0,,,,,,,,,,,,
2145,2017/2018,313,7,V,Winnipeg,0,0,1,1,150,175,+1.5(-165),6,105,5.5,-116,1,Nashville,3,0,0,3,-170,-205,-1.5(+145),6,-125,5.5,-104
2146,2017/2018,313,8,H,Nashville,3,0,0,3,-170,-205,-1.5(+145),6,-125,5.5,-104,0,,,,,,,,,,,,
2147,2017/2018,313,9,V,Colorado,1,1,3,5,145,170,+1.5(-174),6,105,6,105,1,Minnesota,0,1,0,1,-165,-200,-1.5(+154),6,-125,6,-125
2148,2017/2018,313,10,H,Minnesota,0,1,0,1,-165,-200,-1.5(+154),6,-125,6,-125,0,,,,,,,,,,,,
2149,2017/2018,313,11,V,Edmonton,0,0,0,0,135,135,+1.5(-215),6,-110,6,105,1,Calgary,0,1,0,1,-155,-155,-1.5(+185),6,-110,6,-125
2150,2017/2018,313,12,H,Calgary,0,1,0,1,-155,-155,-1.5(+185),6,-110,6,-125,0,,,,,,,,,,,,
2151,2017/2018,313,13,V,LosAngeles,0,1,2,3,-130,-135,-1.5(+220),5.5,110,5.5,130,1,Arizona,2,1,0,4,110,115,+1.5(-270),5.5,-130,5.5,-150
2152,2017/2018,313,14,H,Arizona,2,1,0,4,110,115,+1.5(-270),5.5,-130,5.5,-150,0,,,,,,,,,,,,
2153,2017/2018,314,51,V,Dallas,2,2,1,5,123,150,+1.5(-210),5.5,-110,5.5,-118,1,Toronto,2,0,3,6,-143,-170,-1.5(+180),5.5,-110,5.5,-102
2154,2017/2018,314,52,H,Toronto,2,0,3,6,-143,-170,-1.5(+180),5.5,-110,5.5,-102,0,,,,,,,,,,,,
2155,2017/2018,314,53,V,Pittsburgh,0,2,1,3,-185,-205,-1.5(+145),6,-110,6,-120,1,NYRangers,0,0,3,4,165,175,+1.5(-165),6,-110,6,100
2156,2017/2018,314,54,H,NYRangers,0,0,3,4,165,175,+1.5(-165),6,-110,6,100,0,,,,,,,,,,,,
2157,2017/2018,314,55,V,SanJose,1,1,1,4,-135,-155,-1.5(+170),5.5,-110,5.5,-120,1,Edmonton,1,1,1,3,115,135,+1.5(-200),5.5,-110,5.5,100
2158,2017/2018,314,56,H,Edmonton,1,1,1,3,115,135,+1.5(-200),5.5,-110,5.5,100,0,,,,,,,,,,,,
2159,2017/2018,314,57,V,Vancouver,0,0,0,0,200,225,+1.5(-120),5.5,105,5.5,125,1,Anaheim,1,1,1,3,-240,-275,-1.5(+101),5.5,-125,5.5,-145
2160,2017/2018,314,58,H,Anaheim,1,1,1,3,-240,-275,-1.5(+101),5.5,-125,5.5,-145,0,,,,,,,,,,,,
2161,2017/2018,314,59,V,NewJersey,2,2,4,8,165,160,+1.5(-181),5.5,-115,5.5,-125,1,Vegas,0,2,1,3,-185,-180,-1.5(+161),5.5,-105,5.5,105
2162,2017/2018,314,60,H,Vegas,0,2,1,3,-185,-180,-1.5(+161),5.5,-105,5.5,105,0,,,,,,,,,,,,
2163,2017/2018,315,1,V,Columbus,3,1,1,5,102,-103,+1.5(-290),5.5,105,5.5,115,1,Philadelphia,1,2,0,3,-122,-117,-1.5(+230),5.5,-125,5.5,-135
2164,2017/2018,315,2,H,Philadelphia,1,2,0,3,-122,-117,-1.5(+230),5.5,-125,5.5,-135,0,,,,,,,,,,,,
2165,2017/2018,315,3,V,Toronto,2,2,1,5,-143,-151,-1.5(+200),5.5,-115,5.5,-110,1,Buffalo,1,1,0,2,123,131,+1.5(-240),5.5,-105,5.5,-110
2166,2017/2018,315,4,H,Buffalo,1,1,0,2,123,131,+1.5(-240),5.5,-105,5.5,-110,0,,,,,,,,,,,,
2167,2017/2018,315,5,V,Washington,3,2,2,7,-142,-131,-1.5(+200),6,-120,6,-105,1,NYIslanders,2,0,1,3,122,111,+1.5(-240),6,100,6,-115
2168,2017/2018,315,6,H,NYIslanders,2,0,1,3,122,111,+1.5(-240),6,100,6,-115,0,,,,,,,,,,,,
2169,2017/2018,315,7,V,Boston,0,0,0,0,-132,-108,-1.5(+255),5.5,-130,5.5,-125,1,Florida,2,1,0,3,112,-112,+1.5(-320),5.5,110,5.5,105
2170,2017/2018,315,8,H,Florida,2,1,0,3,112,-112,+1.5(-320),5.5,110,5.5,105,0,,,,,,,,,,,,
2171,2017/2018,315,9,V,Pittsburgh,2,1,2,5,-200,-170,-1.5(+170),6,-115,6,-105,1,Montreal,2,1,0,3,170,150,+1.5(-200),6,-105,6,-115
2172,2017/2018,315,10,H,Montreal,2,1,0,3,170,150,+1.5(-200),6,-105,6,-115,0,,,,,,,,,,,,
2173,2017/2018,315,11,V,Chicago,1,1,0,2,165,165,+1.5(-177),6,-105,6,100,1,Winnipeg,5,0,1,6,-185,-185,-1.5(+157),6,-115,6,-120
2174,2017/2018,315,12,H,Winnipeg,5,0,1,6,-185,-185,-1.5(+157),6,-115,6,-120,0,,,,,,,,,,,,
2175,2017/2018,315,13,V,Colorado,2,1,1,4,147,135,+1.5(-210),5.5,-110,5.5,-105,1,St.Louis,0,1,0,1,-167,-155,-1.5(+180),5.5,-110,5.5,-115
2176,2017/2018,315,14,H,St.Louis,0,1,0,1,-167,-155,-1.5(+180),5.5,-110,5.5,-115,0,,,,,,,,,,,,
2177,2017/2018,315,15,V,Nashville,0,1,2,3,-165,-181,-1.5(+160),5.5,100,5.5,105,1,Arizona,0,2,0,2,145,161,+1.5(-180),5.5,-120,5.5,-125
2178,2017/2018,315,16,H,Arizona,0,2,0,2,145,161,+1.5(-180),5.5,-120,5.5,-125,0,,,,,,,,,,,,
2179,2017/2018,315,17,V,Detroit,0,0,1,1,200,195,+1.5(-143),5.5,-110,5.5,115,1,LosAngeles,1,0,3,4,-240,-235,-1.5(+123),5.5,-110,5.5,-135
2180,2017/2018,315,18,H,LosAngeles,1,0,3,4,-240,-235,-1.5(+123),5.5,-110,5.5,-135,0,,,,,,,,,,,,
2181,2017/2018,316,51,V,NYIslanders,0,1,2,3,185,173,+1.5(-160),6,-110,6,-115,1,Washington,1,2,3,6,-215,-203,-1.5(+140),6,-110,6,-105
2182,2017/2018,316,52,H,Washington,1,2,3,6,-215,-203,-1.5(+140),6,-110,6,-105,0,,,,,,,,,,,,
2183,2017/2018,316,53,V,Dallas,1,0,1,2,-142,-153,-1.5(+190),6,-105,5.5,-115,1,Ottawa,0,0,2,3,122,133,+1.5(-230),6,-115,5.5,-105
2184,2017/2018,316,54,H,Ottawa,0,0,2,3,122,133,+1.5(-230),6,-115,5.5,-105,0,,,,,,,,,,,,
2185,2017/2018,316,55,V,SanJose,1,4,2,7,117,110,+1.5(-260),5.5,-110,5.5,100,1,Calgary,1,2,1,4,-137,-130,-1.5(+210),5.5,-110,5.5,-120
2186,2017/2018,316,56,H,Calgary,1,2,1,4,-137,-130,-1.5(+210),5.5,-110,5.5,-120,0,,,,,,,,,,,,
2187,2017/2018,316,57,V,Nashville,1,2,1,4,-140,-135,-1.5(+210),5.5,-115,5.5,-125,1,Colorado,1,1,0,2,120,115,+1.5(-260),5.5,-105,5.5,105
2188,2017/2018,316,58,H,Colorado,1,1,0,2,120,115,+1.5(-260),5.5,-105,5.5,105,0,,,,,,,,,,,,
2189,2017/2018,316,59,V,Detroit,1,1,0,2,205,205,+1.5(-135),5.5,115,5.5,125,1,Anaheim,1,2,1,4,-245,-245,-1.5(+115),5.5,-135,5.5,-145
2190,2017/2018,316,60,H,Anaheim,1,2,1,4,-245,-245,-1.5(+115),5.5,-135,5.5,-145,0,,,,,,,,,,,,
2191,2017/2018,316,61,V,Minnesota,1,2,1,4,145,147,+1.5(-200),5.5,-115,5.5,-140,1,Vegas,0,0,2,2,-165,-167,-1.5(+170),5.5,-105,5.5,120
2192,2017/2018,316,62,H,Vegas,0,0,2,2,-165,-167,-1.5(+170),5.5,-105,5.5,120,0,,,,,,,,,,,,
2193,2017/2018,317,1,V,Chicago,0,2,1,3,-116,-130,-1.5(+225),5.5,-110,5.5,-120,1,Buffalo,1,1,3,5,-104,110,+1.5(-275),5.5,-110,5.5,100
2194,2017/2018,317,2,H,Buffalo,1,1,3,5,-104,110,+1.5(-275),5.5,-110,5.5,100,0,,,,,,,,,,,,
2195,2017/2018,317,3,V,Edmonton,0,1,3,4,160,155,+1.5(-183),6,-105,6,-105,1,Florida,0,2,0,2,-180,-175,-1.5(+163),6,-115,6,-115
2196,2017/2018,317,4,H,Florida,0,2,0,2,-180,-175,-1.5(+163),6,-115,6,-115,0,,,,,,,,,,,,
2197,2017/2018,317,5,V,NewJersey,2,0,1,3,133,111,+1.5(-232),5.5,110,5.5,120,1,LosAngeles,0,0,0,0,-153,-131,-1.5(+191),5.5,-130,5.5,-140
2198,2017/2018,317,6,H,LosAngeles,0,0,0,0,-153,-131,-1.5(+191),5.5,-130,5.5,-140,0,,,,,,,,,,,,
2199,2017/2018,317,7,V,Philadelphia,0,0,4,4,-109,123,+1.5(-240),5.5,-115,5.5,-116,1,Carolina,1,0,1,2,-111,-143,-1.5(+200),5.5,-105,5.5,-104
2200,2017/2018,317,8,H,Carolina,1,0,1,2,-111,-143,-1.5(+200),5.5,-105,5.5,-104,0,,,,,,,,,,,,
2201,2017/2018,317,9,V,Boston,2,1,0,3,147,130,+1.5(-210),6,-110,6,-106,1,TampaBay,0,0,0,0,-167,-150,-1.5(+180),6,-110,6,-114
2202,2017/2018,317,10,H,TampaBay,0,0,0,0,-167,-150,-1.5(+180),6,-110,6,-114,0,,,,,,,,,,,,
2203,2017/2018,317,11,V,Ottawa,1,0,0,1,195,196,+1.5(-135),5.5,-115,5.5,-104,1,Columbus,1,1,0,2,-235,-236,-1.5(+115),5.5,-105,5.5,-116
2204,2017/2018,317,12,H,Columbus,1,1,0,2,-235,-236,-1.5(+115),5.5,-105,5.5,-116,0,,,,,,,,,,,,
2205,2017/2018,317,13,V,Montreal,0,0,0,0,185,185,+1.5(-153),6,100,6,-105,1,Toronto,1,2,1,4,-215,-215,-1.5(+133),6,-120,6,-115
2206,2017/2018,317,14,H,Toronto,1,2,1,4,-215,-215,-1.5(+133),6,-120,6,-115,0,,,,,,,,,,,,
2207,2017/2018,317,15,V,NYRangers,0,3,0,3,170,185,+1.5(-149),5.5,-115,5.5,-115,1,St.Louis,1,1,1,4,-200,-215,-1.5(+129),5.5,-105,5.5,-105
2208,2017/2018,317,16,H,St.Louis,1,1,1,4,-200,-215,-1.5(+129),5.5,-105,5.5,-105,0,,,,,,,,,,,,
2209,2017/2018,317,17,V,Minnesota,1,0,2,3,-145,-135,-1.5(+205),5.5,110,5.5,118,1,Arizona,0,1,0,1,125,115,+1.5(-245),5.5,-130,5.5,-138
2210,2017/2018,317,18,H,Arizona,0,1,0,1,125,115,+1.5(-245),5.5,-130,5.5,-138,0,,,,,,,,,,,,
2211,2017/2018,317,19,V,SanJose,2,1,2,5,-200,-177,-1.5(+159),5.5,120,5.5,114,1,Vancouver,1,2,0,3,170,157,+1.5(-179),5.5,-140,5.5,-134
2212,2017/2018,317,20,H,Vancouver,1,2,0,3,170,157,+1.5(-179),5.5,-140,5.5,-134,0,,,,,,,,,,,,
2213,2017/2018,318,51,V,Detroit,0,1,0,1,165,175,+1.5(-155),6,105,6,100,1,Colorado,2,1,2,5,-185,-205,-1.5(+135),6,-125,6,-120
2214,2017/2018,318,52,H,Colorado,2,1,2,5,-185,-205,-1.5(+135),6,-125,6,-120,0,,,,,,,,,,,,
2215,2017/2018,318,53,V,Calgary,0,0,0,0,143,133,+1.5(-215),6,100,6,-105,1,Vegas,0,4,0,4,-163,-153,-1.5(+185),6,-120,6,-115
2216,2017/2018,318,54,H,Vegas,0,4,0,4,-163,-153,-1.5(+185),6,-120,6,-115,0,,,,,,,,,,,,
2217,2017/2018,318,55,V,Edmonton,1,0,0,1,190,190,+1.5(-145),6,-120,6.5,-110,1,TampaBay,1,1,1,3,-230,-230,-1.5(+125),6,100,6.5,-110
2218,2017/2018,318,56,H,TampaBay,1,1,1,3,-230,-230,-1.5(+125),6,100,6.5,-110,0,,,,,,,,,,,,
2219,2017/2018,318,57,V,Washington,0,1,2,3,-105,105,+1.5(-290),5.5,-115,5.5,-115,1,Philadelphia,0,3,3,6,-115,-125,-1.5(+230),5.5,-105,5.5,-105
2220,2017/2018,318,58,H,Philadelphia,0,3,3,6,-115,-125,-1.5(+230),5.5,-105,5.5,-105,0,,,,,,,,,,,,
2221,2017/2018,318,59,V,Carolina,2,1,1,4,-107,-107,+1.5(-320),6.5,100,6.5,-105,1,NYIslanders,0,2,1,3,-113,-113,-1.5(+255),6.5,-120,6.5,-115
2222,2017/2018,318,60,H,NYIslanders,0,2,1,3,-113,-113,-1.5(+255),6.5,-120,6.5,-115,0,,,,,,,,,,,,
2223,2017/2018,318,61,V,St.Louis,0,2,2,5,125,-113,-1.5(+260),5.5,100,5.5,-119,1,Chicago,2,1,1,4,-145,-107,+1.5(-325),5.5,-120,5.5,-101
2224,2017/2018,318,62,H,Chicago,2,1,1,4,-145,-107,+1.5(-325),5.5,-120,5.5,-101,0,,,,,,,,,,,,
2225,2017/2018,318,63,V,Dallas,0,2,0,2,143,135,+1.5(-210),6,100,5.5,-105,1,Winnipeg,1,2,1,4,-163,-155,-1.5(+180),6,-120,5.5,-115
2226,2017/2018,318,64,H,Winnipeg,1,2,1,4,-163,-155,-1.5(+180),6,-120,5.5,-115,0,,,,,,,,,,,,
2227,2017/2018,318,65,V,NewJersey,0,1,1,2,148,141,+1.5(-205),5.5,110,5.5,-103,1,Anaheim,2,0,2,4,-168,-161,-1.5(+175),5.5,-130,5.5,-117
2228,2017/2018,318,66,H,Anaheim,2,0,2,4,-168,-161,-1.5(+175),5.5,-130,5.5,-117,0,,,,,,,,,,,,
2229,2017/2018,319,1,V,Columbus,1,1,2,5,145,142,+1.5(-211),5.5,100,5.5,-121,1,Boston,0,3,1,4,-165,-162,-1.5(+181),5.5,-120,5.5,101
2230,2017/2018,319,2,H,Boston,0,3,1,4,-165,-162,-1.5(+181),5.5,-120,5.5,101,0,,,,,,,,,,,,
2231,2017/2018,319,3,V,Nashville,0,2,2,4,-235,-246,-1.5(+110),5.5,-130,6,101,1,Buffalo,0,0,0,0,195,206,+1.5(-130),5.5,110,6,-121
2232,2017/2018,319,4,H,Buffalo,0,0,0,0,195,206,+1.5(-130),5.5,110,6,-121,0,,,,,,,,,,,,
2233,2017/2018,319,5,V,Florida,1,0,1,2,-147,-159,-1.5(+183),6,-105,6,-105,1,Montreal,0,0,0,0,127,139,+1.5(-213),6,-115,6,-115
2234,2017/2018,319,6,H,Montreal,0,0,0,0,127,139,+1.5(-213),6,-115,6,-115,0,,,,,,,,,,,,
2235,2017/2018,319,7,V,LosAngeles,1,1,1,4,120,117,+1.5(-266),5,-140,5.5,115,1,Minnesota,0,2,1,3,-140,-137,-1.5(+215),5,120,5.5,-135
2236,2017/2018,319,8,H,Minnesota,0,2,1,3,-140,-137,-1.5(+215),5,120,5.5,-135,0,,,,,,,,,,,,
2237,2017/2018,319,9,V,Calgary,0,2,0,2,-128,-128,-1.5(+225),5.5,100,5.5,100,1,Arizona,0,2,3,5,108,108,+1.5(-275),5.5,-120,5.5,-120
2238,2017/2018,319,10,H,Arizona,0,2,3,5,108,108,+1.5(-275),5.5,-120,5.5,-120,0,,,,,,,,,,,,
2239,2017/2018,320,51,V,Dallas,1,2,0,3,128,125,+1.5(-260),5.5,-130,5.5,-105,1,Washington,0,3,1,4,-148,-145,-1.5(+210),5.5,110,5.5,-115
2240,2017/2018,320,52,H,Washington,0,3,1,4,-148,-145,-1.5(+210),5.5,110,5.5,-115,0,,,,,,,,,,,,
2241,2017/2018,320,53,V,Columbus,1,1,3,5,-155,-145,-1.5(+200),5.5,-120,5.5,-125,1,NYRangers,0,1,2,3,135,125,+1.5(-240),5.5,100,5.5,105
2242,2017/2018,320,54,H,NYRangers,0,1,2,3,135,125,+1.5(-240),5.5,100,5.5,105,0,,,,,,,,,,,,
2243,2017/2018,320,55,V,Edmonton,3,3,1,7,133,143,+1.5(-200),5.5,-115,5.5,-115,1,Carolina,2,1,0,3,-153,-163,-1.5(+170),5.5,-105,5.5,-105
2244,2017/2018,320,56,H,Carolina,2,1,0,3,-153,-163,-1.5(+170),5.5,-105,5.5,-105,0,,,,,,,,,,,,
2245,2017/2018,320,57,V,Pittsburgh,0,1,0,1,-160,-200,-1.5(+140),6.5,105,6.5,-135,1,NYIslanders,2,0,2,4,140,170,+1.5(-160),6.5,-125,6.5,115
2246,2017/2018,320,58,H,NYIslanders,2,0,2,4,140,170,+1.5(-160),6.5,-125,6.5,115,0,,,,,,,,,,,,
2247,2017/2018,320,59,V,Philadelphia,0,1,3,4,-143,-150,-1.5(+176),5.5,-105,5.5,-105,1,Detroit,0,3,1,5,123,130,+1.5(-206),5.5,-115,5.5,-115
2248,2017/2018,320,60,H,Detroit,0,3,1,5,123,130,+1.5(-206),5.5,-115,5.5,-115,0,,,,,,,,,,,,
2249,2017/2018,320,61,V,Toronto,1,2,0,3,155,150,+1.5(-200),6.5,-105,6.5,110,1,TampaBay,0,1,3,4,-175,-170,-1.5(+170),6.5,-115,6.5,-130
2250,2017/2018,320,62,H,TampaBay,0,1,3,4,-175,-170,-1.5(+170),6.5,-115,6.5,-130,0,,,,,,,,,,,,
2251,2017/2018,320,63,V,Florida,2,4,1,7,-135,-145,-1.5(+190),6,-120,6,-110,1,Ottawa,1,1,0,2,115,125,+1.5(-230),6,100,6,-110
2252,2017/2018,320,64,H,Ottawa,1,1,0,2,115,125,+1.5(-230),6,100,6,-110,0,,,,,,,,,,,,
2253,2017/2018,320,65,V,LosAngeles,0,1,0,1,160,150,+1.5(-200),5.5,-115,5.5,-115,1,Winnipeg,0,1,0,2,-180,-170,-1.5(+170),5.5,-105,5.5,-105
2254,2017/2018,320,66,H,Winnipeg,0,1,0,2,-180,-170,-1.5(+170),5.5,-105,5.5,-105,0,,,,,,,,,,,,
2255,2017/2018,320,67,V,Colorado,0,3,2,5,-110,-122,-1.5(+225),6,-105,6,100,1,Chicago,1,0,0,1,-110,102,+1.5(-275),6,-115,6,-120
2256,2017/2018,320,68,H,Chicago,1,0,0,1,-110,102,+1.5(-275),6,-115,6,-120,0,,,,,,,,,,,,
2257,2017/2018,320,69,V,Vancouver,0,0,1,1,230,245,+1.5(+100),6,105,6,110,1,Vegas,3,1,0,4,-290,-315,-1.5(-120),6,-125,6,-130
2258,2017/2018,320,70,H,Vegas,3,1,0,4,-290,-315,-1.5(-120),6,-125,6,-130,0,,,,,,,,,,,,
2259,2017/2018,320,71,V,NewJersey,1,0,1,2,128,139,+1.5(-205),5.5,-110,5.5,-115,1,SanJose,3,3,0,6,-148,-159,-1.5(+175),5.5,-110,5.5,-105
2260,2017/2018,320,72,H,SanJose,3,3,0,6,-148,-159,-1.5(+175),5.5,-110,5.5,-105,0,,,,,,,,,,,,
2261,2017/2018,321,1,V,Arizona,2,0,2,4,103,-112,+1.5(-305),5.5,105,5.5,112,1,Buffalo,1,0,0,1,-123,-108,-1.5(+245),5.5,-125,5.5,-132
2262,2017/2018,321,2,H,Buffalo,1,0,0,1,-123,-108,-1.5(+245),5.5,-125,5.5,-132,0,,,,,,,,,,,,
2263,2017/2018,321,3,V,Montreal,1,2,0,3,190,220,+1.5(-110),6,100,6,-104,1,Pittsburgh,2,1,2,5,-230,-270,-1.5(-110),6,-120,6,-116
2264,2017/2018,321,4,H,Pittsburgh,2,1,2,5,-230,-270,-1.5(-110),6,-120,6,-116,0,,,,,,,,,,,,
2265,2017/2018,321,5,V,Boston,1,0,0,1,-105,-114,-1.5(+233),5,-140,5.5,101,1,St.Louis,0,0,1,2,-115,-106,+1.5(-295),5,120,5.5,-121
2266,2017/2018,321,6,H,St.Louis,0,0,1,2,-115,-106,+1.5(-295),5,120,5.5,-121,0,,,,,,,,,,,,
2267,2017/2018,321,7,V,Anaheim,1,2,1,4,-108,-118,-1.5(+244),5.5,105,5.5,113,1,Calgary,0,0,0,0,-112,-102,+1.5(-304),5.5,-125,5.5,-133
2268,2017/2018,321,8,H,Calgary,0,0,0,0,-112,-102,+1.5(-304),5.5,-125,5.5,-133,0,,,,,,,,,,,,
2269,2017/2018,322,51,V,Arizona,2,3,0,5,153,168,+1.5(-170),5.5,-110,5.5,-111,1,Carolina,2,2,2,6,-173,-188,-1.5(+150),5.5,-110,5.5,-109
2270,2017/2018,322,52,H,Carolina,2,2,2,6,-173,-188,-1.5(+150),5.5,-110,5.5,-109,0,,,,,,,,,,,,
2271,2017/2018,322,53,V,NYRangers,1,1,1,3,185,191,+1.5(-155),6,-110,6,-105,1,Philadelphia,1,2,1,4,-215,-221,-1.5(+135),6,-110,6,-115
2272,2017/2018,322,54,H,Philadelphia,1,2,1,4,-215,-221,-1.5(+135),6,-110,6,-115,0,,,,,,,,,,,,
2273,2017/2018,322,55,V,Florida,0,0,0,0,118,124,+1.5(-235),5.5,-110,5.5,-115,1,Columbus,0,3,1,4,-138,-144,-1.5(+195),5.5,-110,5.5,-105
2274,2017/2018,322,56,H,Columbus,0,3,1,4,-138,-144,-1.5(+195),5.5,-110,5.5,-105,0,,,,,,,,,,,,
2275,2017/2018,322,57,V,TampaBay,3,4,0,7,-183,-180,-1.5(+160),6.5,-115,6.5,-119,1,NYIslanders,1,2,3,6,163,160,+1.5(-180),6.5,-105,6.5,-101
2276,2017/2018,322,58,H,NYIslanders,1,2,3,6,163,160,+1.5(-180),6.5,-105,6.5,-101,0,,,,,,,,,,,,
2277,2017/2018,322,59,V,Washington,0,0,1,1,-165,-167,-1.5(+170),5.5,-115,5.5,-115,1,Detroit,0,0,0,0,145,147,+1.5(-200),5.5,-105,5.5,-105
2278,2017/2018,322,60,H,Detroit,0,0,0,0,145,147,+1.5(-200),5.5,-105,5.5,-105,0,,,,,,,,,,,,
2279,2017/2018,322,61,V,Edmonton,1,1,4,6,-120,-135,-1.5(+205),6,-110,6,100,1,Ottawa,0,0,2,2,100,115,+1.5(-245),6,-110,6,-120
2280,2017/2018,322,62,H,Ottawa,0,0,2,2,100,115,+1.5(-245),6,-110,6,-120,0,,,,,,,,,,,,
2281,2017/2018,322,63,V,Toronto,1,2,2,5,160,135,+1.5(-215),6,-110,6,-103,1,Nashville,0,1,1,2,-180,-155,-1.5(+185),6,-110,6,-117
2282,2017/2018,322,64,H,Nashville,0,1,1,2,-180,-155,-1.5(+185),6,-110,6,-117,0,,,,,,,,,,,,
2283,2017/2018,322,65,V,Vancouver,2,2,1,5,165,147,+1.5(-200),6,-110,6,105,1,Chicago,1,0,1,2,-185,-167,-1.5(+170),6,-110,6,-125
2284,2017/2018,322,66,H,Chicago,1,0,1,2,-185,-167,-1.5(+170),6,-110,6,-125,0,,,,,,,,,,,,
2285,2017/2018,322,67,V,LosAngeles,3,2,2,7,102,100,+1.5(-300),5.5,-110,5.5,105,1,Colorado,1,0,0,1,-122,-120,-1.5(+240),5.5,-110,5.5,-125
2286,2017/2018,322,68,H,Colorado,1,0,0,1,-122,-120,-1.5(+240),5.5,-110,5.5,-125,0,,,,,,,,,,,,
2287,2017/2018,322,69,V,Vegas,1,0,0,1,113,140,+1.5(-210),6,-110,6,-110,1,SanJose,0,1,0,2,-133,-160,-1.5(+180),6,-110,6,-110
2288,2017/2018,322,70,H,SanJose,0,1,0,2,-133,-160,-1.5(+180),6,-110,6,-110,0,,,,,,,,,,,,
2289,2017/2018,323,1,V,Montreal,0,1,2,3,-117,-105,-1.5(+260),5.5,-105,5.5,-105,1,Buffalo,0,0,0,0,-103,-115,+1.5(-325),5.5,-115,5.5,-115
2290,2017/2018,323,2,H,Buffalo,0,0,0,0,-103,-115,+1.5(-325),5.5,-115,5.5,-115,0,,,,,,,,,,,,
2291,2017/2018,323,3,V,NewJersey,0,3,0,4,170,170,+1.5(-165),6,-110,6,-121,1,Pittsburgh,1,0,2,3,-200,-200,-1.5(+145),6,-110,6,101
2292,2017/2018,323,4,H,Pittsburgh,1,0,2,3,-200,-200,-1.5(+145),6,-110,6,101,0,,,,,,,,,,,,
2293,2017/2018,323,5,V,Anaheim,1,0,1,2,127,141,+1.5(-205),5.5,-110,5.5,-105,1,Winnipeg,1,1,0,3,-147,-161,-1.5(+175),5.5,-110,5.5,-115
2294,2017/2018,323,6,H,Winnipeg,1,1,0,3,-147,-161,-1.5(+175),5.5,-110,5.5,-115,0,,,,,,,,,,,,
2295,2017/2018,323,7,V,Vancouver,0,1,0,1,240,247,+1.5(-103),5.5,100,5.5,109,1,St.Louis,1,1,2,4,-300,-317,-1.5(-117),5.5,-120,5.5,-129
2296,2017/2018,323,8,H,St.Louis,1,1,2,4,-300,-317,-1.5(-117),5.5,-120,5.5,-129,0,,,,,,,,,,,,
2297,2017/2018,323,9,V,Boston,0,0,3,3,-103,113,+1.5(-247),5.5,-110,5.5,105,1,Dallas,1,1,0,2,-117,-133,-1.5(+207),5.5,-110,5.5,-125
2298,2017/2018,323,10,H,Dallas,1,1,0,2,-117,-133,-1.5(+207),5.5,-110,5.5,-125,0,,,,,,,,,,,,
2299,2017/2018,324,51,V,Vegas,0,0,1,1,-113,102,+1.5(-270),6,-105,6,-105,1,Colorado,1,0,0,2,-107,-122,-1.5(+220),6,-115,6,-115
2300,2017/2018,324,52,H,Colorado,1,0,0,2,-107,-122,-1.5(+220),6,-115,6,-115,0,,,,,,,,,,,,
2301,2017/2018,324,53,V,Calgary,1,0,0,1,148,173,+1.5(-153),5.5,-105,5.5,-122,1,SanJose,2,1,2,5,-168,-203,-1.5(+133),5.5,-115,5.5,102
2302,2017/2018,324,54,H,SanJose,2,1,2,5,-168,-203,-1.5(+133),5.5,-115,5.5,102,0,,,,,,,,,,,,
2303,2017/2018,324,55,V,Arizona,1,1,0,2,175,192,+1.5(-144),5.5,-110,5.5,-115,1,Florida,0,0,4,4,-205,-232,-1.5(+124),5.5,-110,5.5,-105
2304,2017/2018,324,56,H,Florida,0,0,4,4,-205,-232,-1.5(+124),5.5,-110,5.5,-105,0,,,,,,,,,,,,
2305,2017/2018,324,57,V,Washington,3,1,2,6,-180,-177,-1.5(+160),5.5,-120,5.5,-115,1,Montreal,1,1,2,4,160,157,+1.5(-180),5.5,100,5.5,-105
2306,2017/2018,324,58,H,Montreal,1,1,2,4,160,157,+1.5(-180),5.5,100,5.5,-105,0,,,,,,,,,,,,
2307,2017/2018,324,59,V,TampaBay,0,0,1,1,-168,-147,-1.5(+195),6,-120,6,-115,1,NewJersey,1,1,0,2,148,127,+1.5(-235),6,100,6,-105
2308,2017/2018,324,60,H,NewJersey,1,1,0,2,148,127,+1.5(-235),6,100,6,-105,0,,,,,,,,,,,,
2309,2017/2018,324,61,V,Chicago,0,2,1,3,108,113,+1.5(-245),6.5,-115,6.5,-125,1,NYIslanders,0,0,1,1,-128,-133,-1.5(+205),6.5,-105,6.5,105
2310,2017/2018,324,62,H,NYIslanders,0,0,1,1,-128,-133,-1.5(+205),6.5,-105,6.5,105,0,,,,,,,,,,,,
2311,2017/2018,324,63,V,St.Louis,1,1,0,2,128,150,+1.5(-181),5.5,110,5.5,105,1,Columbus,0,1,0,1,-148,-170,-1.5(+156),5.5,-130,5.5,-125
